Solution_ID,Text
2,Centrale froid
3,Centrale froid
4,Ajustement production/besoin
5,Régulation
6,Condenseur
7,Condenseur
8,Centrale froid
9,Gestion et pilotage
10,Evaporateur
11,Chambre froide
12,Gestion et pilotage
13,Meuble frigorifique
14,Meuble frigorifique
15,Meuble frigorifique
16,Meuble frigorifique
17,Stockage
18,Climatisation
19,Condenseur
20,Climatisation
21,Maintenance
22,Chambre froide
23,Réseau
24,Maintenance
25,Evaporateur
26,Evaporateur
27,Maintenance
28,Condenseur
29,Condenseur
30,Condenseur
31,Maintenance
32,Maintenance
33,Chambre froide
34,Régulation
35,Régulation
36,Climatisation
39,Régulation
40,Evaporateur
41,Condenseur
42,Régulation
43,Gestion et pilotage
44,Meuble frigorifique
45,Récupération de chaleur
46,Récupération de chaleur
47,Récupération de chaleur
48,Machines frigorifiques
49,Détendeur
50,Moteur
51,Ajustement production/besoin
54,Moteur
55,Transmission
56,Régulation
57,Moteur
58,Maintenance
59,Maintenance
60,Transmission
61,Maintenance
62,Transmission
63,Régulation
64,Pompe de surpression
65,Régulation
66,Mesure et comptage d’énergie
67,Ajustement production/besoin
68,Réseau
69,Réseau
70,Pompe
71,Réseau
72,Maintenance
73,Pompe
74,Pompe
75,Ajustement production/besoin
76,Réseau
77,Réseau
78,Valorisation
79,Régulation
80,Gestion et pilotage
81,Gestion et pilotage
82,Réseau
83,Ventilateur
84,Ventilateur
85,Ventilateur
86,Gestion et pilotage
87,Réseau
88,Gestion et pilotage
89,Maintenance
90,Maintenance
91,Réseau
92,Ventilateur
93,Ajustement production/besoin
94,Ajustement production/besoin
95,Récupération de chaleur
97,Isolation
99,Etanchéité et infiltrations
100,Etanchéité et infiltrations
102,Climatisation
103,Climatisation
104,Récupération de chaleur
105,Chauffage
108,Chauffage
109,Climatisation
110,Climatisation
111,Condenseur
113,Condensateur
114,Filtre
115,Réseau
116,Réseau
117,Réseau
118,Gestion et pilotage
120,Transformateur
121,Transformateur
122,Transformateur
123,Armoire électrique
124,Transformateur
125,Transformateur
126,Ajustement production/besoin
127,Maintenance
128,Armoire électrique
129,Onduleur
130,Gestion et pilotage
131,Maintenance
132,Maintenance
133,Armoire électrique
134,Ajustement production/besoin
135,Transformateur
136,Régulation
137,Transformateur
138,Transformateur
139,Gestion et pilotage
140,Ajustement production/besoin
141,Onduleur
142,Stockage
143,Réseau
144,Réseau
145,Gestion et pilotage
146,Régulation
147,Traitement de l'air
148,Régulation
149,Régulation
150,Stockage
151,Stockage
152,Gestion et pilotage
153,Ajustement production/besoin
154,Compresseur
155,Régulation
156,Soufflette
157,Soufflette
158,Soufflette
159,Soufflette
160,Réseau
161,Maintenance
162,Filtre
163,Réseau
164,Purgeurs et condensats
165,Purgeurs et condensats
167,Maintenance
168,Filtre
169,Filtre
170,Régulation
171,Compresseur
172,Traitement de l'air
174,Traitement de l'air
176,Récupération de chaleur
178,Récupération de chaleur
179,Réseau
180,Réseau
181,Vanne
182,Réseau
183,Réseau
184,Gestion et pilotage
185,Gestion et pilotage
186,Condensat
187,Régulation
188,Fumées
189,Régulation
191,Purgeur
192,Purgeur
193,Purgeur
194,Réseau
196,Réseau
197,Condensat
198,Réseau
199,Condensat
200,Echangeur thermique
201,Maintenance
202,Gestion et pilotage
203,Gestion et pilotage
204,Régulation
205,Maintenance
206,Chaudière
207,Régulation
208,Traitement de l'eau
209,Désaérateur
210,Récupération de chaleur
211,Condensat
212,Récupération de chaleur
213,Récupération de chaleur
214,Récupération de chaleur
215,Récupération de chaleur
216,Récupération de chaleur
217,Récupération de chaleur
218,Récupération de chaleur
219,Réseau
221,Gestion et pilotage
222,Régulation
223,Luminaire
225,Luminaire
226,Luminaire
227,Luminaire
228,Régulation
229,Gestion et pilotage
230,Régulation
231,Régulation
232,Maintenance
233,Maintenance
234,Maintenance
235,Régulation
236,Eclairage naturel
239,Gestion et pilotage
240,Cogénération grande taille
241,Contrat
242,Contrat
243,Régulation
245,Indicateurs et tableau de bord
246,Récupération de chaleur
248,Brûleur
249,Moteur
250,Isolation
251,Isolation
252,Isolation
253,Isolation
254,Isolation
255,Isolation
256,Chauffage
257,Gestion et pilotage
258,Gestion et pilotage
259,Gestion et pilotage
260,Climatisation
261,Vitrage
262,Etanchéité et infiltrations
263,Etanchéité et infiltrations
264,Ventilation
265,Chauffage
266,Chauffage
267,Etanchéité et infiltrations
268,Chauffage
269,Isolation
270,Vitrage
271,Chauffage
272,Maintenance
273,Maintenance
274,Chaudière
275,Gestion et pilotage
276,Chaudière
277,Chauffage
279,Chauffage
280,Chauffage
282,Gestion et pilotage
283,Chauffage
285,Chauffage
286,Chauffage
287,Chauffage
290,Chauffage
291,Chauffage
292,Chauffage
293,Chauffage
294,Chauffage
295,Chauffage
296,Chaudière
297,Régulation
298,Chauffage
299,Maintenance
300,Maintenance
301,Maintenance
302,Maintenance
304,Gestion et pilotage
305,Gestion et pilotage
306,Gestion et pilotage
307,Traitement de l'eau
308,Régulation
309,Maintenance
310,Maintenance
311,Maintenance
312,Gestion et pilotage
314,Production
315,Maintenance
316,Maintenance
317,Réseau
319,Régulation
320,Chaudière
321,Récupération de chaleur
322,Fumées
323,Production
324,Maintenance
325,Air de combustion
327,Gestion et pilotage
328,Ajustement production/besoin
329,Gestion et pilotage
330,Maintenance
331,Moteur
332,Gestion et pilotage
333,Maintenance
334,Gestion et pilotage
335,Luminaire
336,Air de combustion
337,Maintenance
338,Maintenance
339,Vanne
340,Maintenance
341,Réseau
342,Sensibilisation
343,Maintenance
344,Régulation
345,Condensateur
346,Régulation
347,Fumées
348,Chaudière
349,Récupération de chaleur
350,Air de combustion
351,Récupération de chaleur
352,Maintenance
353,Fumées
354,Air de combustion
355,Brûleur
356,Brûleur
357,Air de combustion
358,Brûleur
359,Gestion et pilotage
360,Brûleur
361,Four
364,Maintenance
365,Purgeur
366,Réseau
367,Réseau
368,Production
370,Chauffage
371,Chauffage
373,Gestion et pilotage
374,Chauffage
376,Réseau
377,Climatisation
378,Climatisation
379,Ventilation
380,Ventilation
381,Ventilation
382,Ventilation
384,Chauffage
385,Micro/mini-cogénération
386,Chauffage
388,Ventilation
389,Condenseur
390,Ventilation
391,Production
392,Climatisation
393,Gestion et pilotage
394,Gestion et pilotage
395,Gestion et pilotage
396,Gestion et pilotage
397,Gestion et pilotage
398,Gestion et pilotage
399,Régulation
400,Luminaire
403,Luminaire
404,Gestion et pilotage
405,Meuble frigorifique
406,Luminaire
407,Gestion et pilotage
408,Gestion et pilotage
411,Régulation
412,Régulation
414,Maintenance
415,Maintenance
416,Régulation
418,Luminaire
419,Luminaire
420,Luminaire
421,Régulation
422,Appareils électriques
423,Appareils électriques
424,Transformateur
425,Ventilation
426,Contrat
427,Indicateurs et tableau de bord
428,Management (ISO 50 001)
429,Stratégie et politique
430,Management (ISO 50 001)
431,Contrat
432,Contrat
433,Contrat
435,Contrat
437,Gestion et pilotage
439,Appareils électriques
440,Indicateurs et tableau de bord
441,Mesure et comptage d’énergie
442,Management (ISO 50 001)
443,Indicateurs et tableau de bord
444,Indicateurs et tableau de bord
445,Indicateurs et tableau de bord
446,Stratégie et politique
447,Sensibilisation
448,Maintenance
449,Management (ISO 50 001)
450,Stratégie et politique
451,Report modal
452,Matériel roulant
453,Gestion et pilotage
454,Maintenance
455,Gestion et pilotage
456,Matériel roulant
457,Report modal
458,Report modal
459,Report modal
460,Report modal
461,Matériel roulant
462,Matériel roulant
463,Maintenance
464,Ecoconduite
466,Covoiturage
468,Gestion et pilotage
469,Maintenance
470,Maintenance
471,Covoiturage
472,Gestion et pilotage
473,Covoiturage
474,Covoiturage
475,Matériel roulant
476,Gestion et pilotage
478,Covoiturage
479,Matériel roulant
480,Matériel roulant
481,Matériel roulant
482,Gestion et pilotage
483,Gestion et pilotage
484,Maintenance
485,Récupération de chaleur
486,Séchage
487,Gestion et pilotage
488,Gestion et pilotage
489,Séchage
490,Gestion et pilotage
491,Séchage
492,Récupération de chaleur
494,Séchage
495,Séchage
496,Gestion et pilotage
497,Gestion et pilotage
500,Réseau
502,Ajustement production/besoin
503,Pompe
504,Régulation
505,Gestion et pilotage
506,Réseau
507,Régulation
508,Ajustement production/besoin
509,Ajustement production/besoin
510,Gestion et pilotage
511,Maintenance
512,Régulation
513,Gestion et pilotage
514,Gestion et pilotage
515,Gestion et pilotage
516,Transformateur
518,Transformateur
529,Réseau
530,Gestion et pilotage
531,Luminaire
534,Gestion et pilotage
535,Gestion et pilotage
539,Production
543,Chauffage
544,Chauffage
545,Chauffage
546,Chaudière
547,Chaudière
548,Chaudière
550,Chauffage
551,Chaudière
552,Chaudière
553,Chaudière
554,Chaudière
556,Chauffage
557,Chauffage
558,Chauffage
561,Chauffage
562,Chauffage
567,Ventilation
568,Chauffage
569,Chauffage
570,Gestion et pilotage
572,Ventilation
573,Ventilation
575,Chauffage
578,Régulation
582,Capteur
583,Micro/mini-cogénération
585,Production
586,Réseau
697,Luminaire
698,Gestion et pilotage
701,Luminaire
705,Traitement de l'eau
706,Maintenance
707,Bâche alimentaire
708,Régulation
709,Echangeur thermique
710,Bâche alimentaire
711,Récupération de chaleur
712,Gestion et pilotage
713,Indicateurs et tableau de bord
714,Bureautique
715,Bureautique
