Solution_ID,Text,Embedding
2,Centrale froid,"[ 2.4179478  -0.3347832   0.8987499  ... -0.14087248 -1.6937004
  0.40416747]"
3,Centrale froid,"[ 2.4179478  -0.3347832   0.8987499  ... -0.14087248 -1.6937004
  0.40416747]"
4,Ajustement production/besoin,"[ 1.7826009  -0.6728643   1.4802351  ...  0.35909578 -0.44162965
  0.6229533 ]"
5,Régulation,"[ 1.0377742  -0.32945424  0.9939854  ... -0.3958083  -1.0030857
 -1.0780231 ]"
6,Condenseur,"[ 2.7089891  -0.7083977   1.1929808  ...  0.1574074  -0.67491984
  1.1774504 ]"
7,Condenseur,"[ 2.7089891  -0.7083977   1.1929808  ...  0.1574074  -0.67491984
  1.1774504 ]"
8,Centrale froid,"[ 2.4179478  -0.3347832   0.8987499  ... -0.14087248 -1.6937004
  0.40416747]"
9,Gestion et pilotage,"[ 2.2383227  -1.3480809   0.53776604 ...  1.3300903  -0.16380854
 -1.823065  ]"
10,Evaporateur,"[ 2.6110291  -1.6585764   1.8347394  ... -1.6307135  -0.19373412
 -0.09982143]"
11,Chambre froide,"[ 0.05238613  0.25031564 -0.16997208 ...  0.2578473  -2.4355717
  0.6226846 ]"
12,Gestion et pilotage,"[ 2.2383227  -1.3480809   0.53776604 ...  1.3300903  -0.16380854
 -1.823065  ]"
13,Meuble frigorifique,"[ 1.2785274  -0.8354937  -0.28340212 ...  0.4390913  -1.5654327
 -0.44250822]"
14,Meuble frigorifique,"[ 1.2785274  -0.8354937  -0.28340212 ...  0.4390913  -1.5654327
 -0.44250822]"
15,Meuble frigorifique,"[ 1.2785274  -0.8354937  -0.28340212 ...  0.4390913  -1.5654327
 -0.44250822]"
16,Meuble frigorifique,"[ 1.2785274  -0.8354937  -0.28340212 ...  0.4390913  -1.5654327
 -0.44250822]"
17,Stockage,[ 2.9091244  1.2059411 -0.4094527 ...  1.2774701 -0.5191483 -0.9336435]
18,Climatisation,"[ 1.1805928  -1.4204473   1.7440742  ...  0.53550416 -2.7478764
 -1.9943582 ]"
19,Condenseur,"[ 2.7089891  -0.7083977   1.1929808  ...  0.1574074  -0.67491984
  1.1774504 ]"
20,Climatisation,"[ 1.1805928  -1.4204473   1.7440742  ...  0.53550416 -2.7478764
 -1.9943582 ]"
21,Maintenance,"[ 0.62627774  2.5433733   0.7616777  ...  0.3124291  -2.1477027
 -0.6110706 ]"
22,Chambre froide,"[ 0.05238613  0.25031564 -0.16997208 ...  0.2578473  -2.4355717
  0.6226846 ]"
23,Réseau,[ 1.3858699 -0.0173507  1.7583632 ...  1.3148204 -0.8819071  1.5689503]
24,Maintenance,"[ 0.62627774  2.5433733   0.7616777  ...  0.3124291  -2.1477027
 -0.6110706 ]"
25,Evaporateur,"[ 2.6110291  -1.6585764   1.8347394  ... -1.6307135  -0.19373412
 -0.09982143]"
26,Evaporateur,"[ 2.6110291  -1.6585764   1.8347394  ... -1.6307135  -0.19373412
 -0.09982143]"
27,Maintenance,"[ 0.62627774  2.5433733   0.7616777  ...  0.3124291  -2.1477027
 -0.6110706 ]"
28,Condenseur,"[ 2.7089891  -0.7083977   1.1929808  ...  0.1574074  -0.67491984
  1.1774504 ]"
29,Condenseur,"[ 2.7089891  -0.7083977   1.1929808  ...  0.1574074  -0.67491984
  1.1774504 ]"
30,Condenseur,"[ 2.7089891  -0.7083977   1.1929808  ...  0.1574074  -0.67491984
  1.1774504 ]"
31,Maintenance,"[ 0.62627774  2.5433733   0.7616777  ...  0.3124291  -2.1477027
 -0.6110706 ]"
32,Maintenance,"[ 0.62627774  2.5433733   0.7616777  ...  0.3124291  -2.1477027
 -0.6110706 ]"
33,Chambre froide,"[ 0.05238613  0.25031564 -0.16997208 ...  0.2578473  -2.4355717
  0.6226846 ]"
34,Régulation,"[ 1.0377742  -0.32945424  0.9939854  ... -0.3958083  -1.0030857
 -1.0780231 ]"
35,Régulation,"[ 1.0377742  -0.32945424  0.9939854  ... -0.3958083  -1.0030857
 -1.0780231 ]"
36,Climatisation,"[ 1.1805928  -1.4204473   1.7440742  ...  0.53550416 -2.7478764
 -1.9943582 ]"
39,Régulation,"[ 1.0377742  -0.32945424  0.9939854  ... -0.3958083  -1.0030857
 -1.0780231 ]"
40,Evaporateur,"[ 2.6110291  -1.6585764   1.8347394  ... -1.6307135  -0.19373412
 -0.09982143]"
41,Condenseur,"[ 2.7089891  -0.7083977   1.1929808  ...  0.1574074  -0.67491984
  1.1774504 ]"
42,Régulation,"[ 1.0377742  -0.32945424  0.9939854  ... -0.3958083  -1.0030857
 -1.0780231 ]"
43,Gestion et pilotage,"[ 2.2383227  -1.3480809   0.53776604 ...  1.3300903  -0.16380854
 -1.823065  ]"
44,Meuble frigorifique,"[ 1.2785274  -0.8354937  -0.28340212 ...  0.4390913  -1.5654327
 -0.44250822]"
45,Récupération de chaleur,"[ 3.3293915   0.43252933  2.3767557  ...  1.0865332  -0.45182547
  0.27161372]"
46,Récupération de chaleur,"[ 3.3293915   0.43252933  2.3767557  ...  1.0865332  -0.45182547
  0.27161372]"
