Solution_ID,Text,Embedding
2,"Installation frigorifique négative de type cascade utilisant du CO2, Centrale froid, Froid, Utilités, ","[ 1.6559005  -1.8817325  -0.34758592 ...  0.92903775 -1.505302
  1.1104199 ]"
3,"Centrale négative en mode booster, Centrale froid, Froid, Utilités, Nécessite la refonte totale de la production frigorifique., Amélioration du rendement. Diminution des quantités de tuyauterie;","[ 1.7067906  -0.32466865  0.21278648 ...  0.14126892 -0.4695594
  0.01217276]"
4,"Arrêt des compresseurs le week end et lorsque le besoin de refroidissement est nul, Ajustement production/besoin, Froid, Utilités, ","[ 2.6233826  -1.8047748  -1.1074476  ...  0.5422791  -0.36108625
  0.6683927 ]"
5,"Régulation non électronique sur un compresseur, Régulation, Froid, Utilités, sur la consommation annuelle totale d'électricité","[ 2.5586417  -1.0322424  -0.7205816  ...  0.1002731  -0.05290794
 -0.55099523]"
6,"Condenseur frigorifique à haute efficacité, Condenseur, Froid, Utilités, Investissement élevé, de la consommation électrique du condenseur","[ 2.7745953  -0.6531928   0.46841407 ...  0.5483822  -0.54457563
  1.2201709 ]"
7,"Condenseur surélevée pour garantir un bon échange thermique, Condenseur, Froid, Utilités, Modification de l'emplacement des condenseurs parfois difficile., Augmentation du transfert d'échange thermique. Amélioration du rendement. Durée de vie des ventilateurs améliorée.","[ 3.1573281  -0.46171287  1.8134544  ...  0.7413772  -0.10837812
 -0.19865514]"
8,"Vérification du dimensionnement et remplacement des compresseurs surdimensionnés si nécessaire., Centrale froid, Froid, Utilités, de la consommation électrique de la centrale frigorifique","[ 2.334436    0.24639058 -0.35734922 ...  0.7007822  -0.4304188
 -0.3176963 ]"
9,"Zone neutre entre les températures de consignes chaude et froide, Gestion et pilotage, Froid, Utilités, ","[ 0.5257265  -0.9214666  -1.4732491  ...  0.09739792 -1.2896237
 -0.22947036]"
10,"Séparation des productions de froid, Evaporateur, Froid, Utilités, ","[ 2.8166854e+00 -1.2198467e+00  1.6845254e-03 ...  4.1439843e-01
 -1.4791369e+00 -4.4162297e-01]"
11,"Diminution des entrées de chaleur dans les zones d'utilisation du froid, Chambre froide, Froid, Utilités, de la consommation électrique des centrales frigorifiques du à la chambre froide par la mise en place d'éclairage performant.","[ 1.080692   -1.3461578  -0.64886564 ...  0.02386366 -1.516649
  0.8403709 ]"
12,"Pré-refroidissement du produit, Gestion et pilotage, Froid, Utilités, ","[ 2.8145773  -0.9552578  -0.5447632  ... -0.5500198  -1.4941733
  0.15903962]"
13,"Meuble frigorifique de type vertical avec uniquement éclairage en fronton, Meuble frigorifique, Froid, Utilités, Investissement important en rétrofit, Réduction de la puissance installée en luminaire Réduction des apports internes (double consommation) Augmentation de l’efficacité des luminaires","[ 1.8117576  -0.10517688 -0.12455772 ...  0.370255   -1.825304
  0.42173564]"
14,"Rideaux de nuit sur meubles frigorifiques de type vertical à température positive, Meuble frigorifique, Froid, Utilités, de la consommation électrique des centrales froid la nuit","[ 2.2172933  -0.4845355  -0.4068075  ...  0.17712893 -2.0547354
  0.24186462]"
15,"Porte non chauffante à haute performance d'isolation pour armoire verticale à froid négatif, Meuble frigorifique, Froid, Utilités, de la consommation électrique des centrales froid la nuit","[ 1.7732677  -0.5077568  -0.63107586 ...  0.77461344 -1.4058821
  0.51220214]"
16,"Séparation du dégivrage d'un meuble frigorifique en plusieurs parties, Meuble frigorifique, Froid, Utilités, ","[ 2.237805    0.48800895 -0.12499295 ...  0.88122684 -2.4473805
  0.3982912 ]"
17,"Stockage thermique, Stockage, Froid, Utilités, Pertes thermiques à évaluer, Permet de générer du froid lors des heures creuses (économies monétaires)","[ 2.541232   -0.93831474 -1.3616923  ...  0.11347602 -0.42722687
  0.7585859 ]"
18,"Free cooling par tour à vent, Climatisation, CVC, Bâtiment, Consommation supplémentaire non négligeable en ventilation mécanique Efficacité réduite en été et mi saison. Mise en place d'une régulation sur l'apport d'air neuf à asservir avec deux sondes de température (intérieur et extérieur), Economie d'énergie due à l'utilisation de l'énergie thermique gratuite de l'air extérieur., Diminution de la consommation du poste climatisation Diminution des émissions de CO2.","[ 1.125495   -0.5181514   0.8419938  ...  0.379366   -0.7667393
 -0.30629092]"
19,"Free chilling d'un réseau d'eau glacée, Condenseur, Froid, Utilités, L'utilisation de l'aéro-réfrigérant est saisonnier, Diminution de la consommation des groupes frigorifiques.","[ 2.1865506  -1.836346   -0.49218404 ...  0.28513896 -0.8789187
  0.7261913 ]"
20,"Rafraichissement solaire, Climatisation, CVC, Bâtiment, Investissement élevé pour les installations solaires et machines frigorifiques (pour l'instant peu compétitif par rapport à l'utilisation de l'électricité), Consommation électrique faible Très peu d'impacts sur l'environnement Utilisation d'une énergie propre et abondante","[ 1.1268518  -0.7693969   0.28093532 ...  0.7298146   0.33027256
  0.32485646]"
21,"Contrôle de l'état du calorifugeage du circuit froid et réparer si nécessaire., Maintenance, Froid, Utilités, de la consommation électrique des centrales frigorifiques",[ 2.370133  -0.38106   -0.7944896 ...  0.7001363 -1.3072169  1.0772232]
22,"Vérification et remplacement du calorifugeage des chambres froides, Chambre froide, Froid, Utilités, ","[ 0.4558573   0.06618897 -0.40339604 ...  0.96176416 -1.558042
  0.29011926]"
23,"Diminution des distances de tuyauteries, Réseau, Froid, Utilités, Sur réseau existant parfois difficile à mettre en oeuvre (nécessité d'arrêter les installations ou de by-passer le réseau), Réduction des pertes de charge Peu coûteux","[ 1.6567942  -0.61852926  0.15233193 ...  0.5569564  -1.0695827
  0.15904477]"
24,"Programme de maintenance performant, Maintenance, Froid, Utilités, de la consommation électrique des centrales frigorifiques","[ 2.101304   -0.71394897 -0.982109   ...  0.29755703 -0.45585158
  0.9005002 ]"
