Solution_ID,Text,Embedding
2,"Installation frigorifique négative de type cascade utilisant du CO2, Centrale froid","[ 1.5716553  -1.8401088   0.52742076 ...  0.9226726  -1.7109354
  1.270471  ]"
3,"Centrale négative en mode booster, Centrale froid","[ 0.72658336 -1.1761291   0.99235755 ... -1.2485425  -1.4508122
  0.21469648]"
4,"Arrêt des compresseurs le week end et lorsque le besoin de refroidissement est nul, Ajustement production/besoin","[ 2.6379352  -1.680863   -0.5021848  ...  0.23403019 -0.6500326
  0.5751114 ]"
5,"Régulation non électronique sur un compresseur, Régulation","[ 1.3574166  -0.26240036  0.08864236 ... -0.99453133 -0.7656884
 -2.5764275 ]"
6,"Condenseur frigorifique à haute efficacité, Condenseur","[ 2.9304228  -1.0165435   1.3097641  ...  0.06212677 -0.8596305
  0.8190978 ]"
7,"Condenseur surélevée pour garantir un bon échange thermique, Condenseur","[ 3.4874437e+00 -1.5724740e+00  2.8841391e+00 ... -6.4634293e-01
 -8.9562964e-01 -1.4535321e-03]"
8,"Vérification du dimensionnement et remplacement des compresseurs surdimensionnés si nécessaire., Centrale froid","[ 1.9574395   1.3639832   0.6445991  ...  0.73536766 -0.16926977
 -0.9219962 ]"
9,"Zone neutre entre les températures de consignes chaude et froide, Gestion et pilotage","[-0.0612843  -0.894378   -0.7897532  ...  0.40702662 -1.3524326
 -0.31708804]"
10,"Séparation des productions de froid, Evaporateur","[ 3.272954   -0.918766    1.4645319  ...  0.09691716 -1.9311094
 -0.28124836]"
11,"Diminution des entrées de chaleur dans les zones d'utilisation du froid, Chambre froide","[ 0.7629015  -0.8169665   0.08292469 ... -0.78694695 -1.357203
  0.12588172]"
12,"Pré-refroidissement du produit, Gestion et pilotage","[ 2.7337532  -0.82030034  0.668855   ... -0.43399623 -1.5336162
  0.22025327]"
13,"Meuble frigorifique de type vertical avec uniquement éclairage en fronton, Meuble frigorifique","[ 1.6956326  -0.21569012 -0.57856256 ...  0.11870275 -2.8523586
 -0.138194  ]"
14,"Rideaux de nuit sur meubles frigorifiques de type vertical à température positive, Meuble frigorifique","[ 1.6762836   0.051844    0.1164155  ... -0.11569455 -2.7995546
 -0.28899226]"
15,"Porte non chauffante à haute performance d'isolation pour armoire verticale à froid négatif, Meuble frigorifique","[ 1.0296376  -0.03499882 -0.26139453 ...  0.72222763 -2.0642433
  0.35176593]"
16,"Séparation du dégivrage d'un meuble frigorifique en plusieurs parties, Meuble frigorifique","[ 2.004638    1.0954112   0.5138937  ...  0.79559255 -2.751287
  0.2583728 ]"
17,"Stockage thermique, Stockage","[ 2.9604442   0.9008271  -0.70384985 ...  1.671052   -1.6111796
 -0.48264763]"
18,"Free cooling par tour à vent, Climatisation","[ 1.0097053  -1.9331887  -0.9556868  ...  1.4128283  -3.0872595
 -0.60272443]"
19,"Free chilling d'un réseau d'eau glacée, Condenseur","[ 2.2761548  -3.0951958  -1.6236367  ...  0.71426207 -2.5204086
  1.2906879 ]"
20,"Rafraichissement solaire, Climatisation","[ 0.59852517 -0.5000256   2.084533   ...  0.49712905 -0.6054365
 -0.6448092 ]"
21,"Contrôle de l'état du calorifugeage du circuit froid et réparer si nécessaire., Maintenance","[ 1.9940716   0.36487252  0.2642263  ...  0.939308   -2.3158479
  1.0808475 ]"
22,"Vérification et remplacement du calorifugeage des chambres froides, Chambre froide","[ 0.3250078   0.8191991   0.7282228  ...  0.91991377 -1.7325536
  0.08168527]"
23,"Diminution des distances de tuyauteries, Réseau","[ 1.0681591   0.4600276   0.6945099  ... -0.01676471 -1.6972035
  0.78522223]"
24,"Programme de maintenance performant, Maintenance","[ 0.04545273  0.43713415  1.2080839  ... -0.45617667 -0.73144054
 -0.24288465]"
25,"Optimisation des dégivrages des évaporateurs, Evaporateur","[ 2.8851118  -1.2020085   1.8814883  ...  0.40717334 -0.52234614
 -0.30311024]"
26,"Ecart de température optimisé à l'évaporateur, Evaporateur",[ 1.699743  -2.000273   3.4464846 ... -0.7177311 -0.7150401 -1.0466608]
27,"Contrôle du traitement de l'eau des condenseurs de type évaporatif et des tours de refroidissement, Maintenance","[ 3.224245   -1.2674843   1.264585   ...  0.15565237 -1.8617636
 -0.30889332]"
28,"Ecart de température optimisé au condenseur, Condenseur","[ 1.0886023  -1.6114212   3.0760581  ...  0.47907373 -1.0049542
 -0.00451211]"
29,"Nettoyage des condenseurs et autres échangeurs, Condenseur",[ 4.001908  -1.2858517  2.399362  ...  1.0689727 -0.9200241  0.2823708]
30,"Alimentation correcte en air du condenseur, Condenseur","[ 2.1840134  -0.8477945   1.249461   ...  0.03396334 -1.5423974
  0.506092  ]"
31,"Purge règulière des incondensables, Maintenance","[ 2.284709   -1.2511508   1.3535527  ... -0.06240968 -0.91116875
  0.22704253]"
32,"Réparation des fuites, tuyauteries, et changement des joints, Maintenance","[ 2.7730768   0.31424856  1.0317534  ...  1.6075214  -1.4705685
 -0.36260736]"
33,"Ouverture des portes des zones froides minimisée, Chambre froide","[-0.90872926 -0.9544068  -0.44859186 ... -0.01552506 -2.4105175
 -0.94116485]"
34,"Augmentation de la température d'évaporation, Régulation","[ 1.9663767  -1.0234188   2.8454945  ... -1.5566531   0.0922434
  0.07906791]"
35,"Diminution de la température de condensation, Régulation","[ 0.21834859 -0.9406017   1.1589196  ... -2.555088   -0.3927193
  0.5092498 ]"
36,"Diminution du taux d'air neuf en période de climatisation, Climatisation","[-0.41312325 -1.1002847   0.08440048 ...  0.11995675 -1.6609457
 -0.3284367 ]"
39,"Pilotage des compresseurs en cascade et compresseurs de puissances différentes, Régulation","[ 2.3910072  -0.569777   -0.14353076 ... -0.36779442 -0.8039131
 -0.3159338 ]"
40,"Variation électronique de vitesse sur ventilateurs de soufflage des évaporateurs, Evaporateur","[ 2.761715   -1.1956509   1.0606257  ... -0.5482247  -0.81222016
 -0.7083922 ]"
41,"Mise en route graduelle des ventilateurs sur les aérocondenseurs, Condenseur","[ 2.1943195  -1.2105647   1.3659574  ...  0.5797901  -0.34768748
  0.6514018 ]"
42,"Sous refroidissement optimisé, Régulation",[ 2.5199552 -1.2510052  2.2942479 ... -0.6775553 -0.857743  -1.4484801]
43,"Gestion Technique Centralisée (GTC), Gestion et pilotage","[ 2.0026593  -0.81333226  0.5768797  ...  0.22422719 -2.019131
 -1.2981815 ]"
44,"Système de régulation des cordons chauffant d'une porte d'armoire verticale à froid négatif, Meuble frigorifique","[ 0.9207934  -0.5723384  -0.3461414  ...  0.867967   -1.3558749
 -0.49401444]"
45,"Désurchauffeur pour récupérer la chaleur de condensation sur un cycle frigorifique., Récupération de chaleur","[ 3.4758089  -0.6952398   2.4109766  ...  0.51591665 -0.33704197
  0.39157772]"
46,"Récupérateur de chaleur de condensation sur un groupe de production de froid, Récupération de chaleur","[ 4.291887   -1.1963218   3.0811203  ...  0.94233245 -0.5401486
  0.12615193]"
47,"Récupérateur de chaleur sur l'huile des compresseurs, Récupération de chaleur","[ 4.281271   -0.18007049  2.0780134  ...  1.3519183  -0.35324085
 -0.58425707]"
48,"Machine frigorifique à absorption, Machines frigorifiques",[ 2.9100409 -0.3631529  0.98682   ...  0.5573757 -0.9597861  1.2001944]
49,"Remplacement des détendeurs par une turbine, Détendeur","[ 1.5130785   1.3116874   0.40793452 ...  0.99116623  0.20444392
 -0.6188763 ]"
50,"Moteurs correctement dimensionnés, Moteur","[ 0.4203361   0.9708687  -0.12239394 ...  1.1540996   0.17006546
  0.26705116]"
51,"Dimensionnement des moteurs pour des charges variables, Ajustement production/besoin","[ 1.4204984  -0.31023958  0.14450842 ... -0.05635644  1.1329235
  0.8389068 ]"
54,"Moteur à haut rendement, Moteur","[ 2.0524123  -0.2500881   0.7834546  ...  1.1188387   1.3662992
 -0.29390806]"
55,"Transmissions à haute efficacité, Transmission","[ 2.1628273  -0.17113784  0.7216295  ... -1.6543434  -0.9830224
 -0.48640513]"
56,"Contrôle de la qualité de puissance, Régulation","[ 1.2222701  -0.22208141 -0.5277036  ... -0.5004902   0.5514863
 -0.9285689 ]"
57,"Contrôle de la température ambiante, Moteur","[ 1.2139081  -1.1233944  -0.78207946 ...  0.5974884  -0.7267619
 -0.1070016 ]"
58,"Remplacement des moteurs plutôt qu'un rebobinage ou une réparation, Maintenance","[ 0.73135173  1.3491765   1.6060679  ...  0.26402047 -0.8878967
 -1.3779829 ]"
59,"Lubrification correcte des paliers conformément aux spécifications constructeur, Maintenance","[ 0.71466553  1.2863001  -0.08416653 ...  1.1919757   0.81279266
  0.5543868 ]"
60,"Entretien et amélioration des transmissions, Transmission",[1.7617375  1.4157884  0.89478105 ... 0.3436835  0.24210338 0.29382387]
61,"Rebobinage de qualité des moteurs, Maintenance","[ 0.5858498   0.94567966  1.0030385  ...  1.5223354  -0.9067604
  0.06008479]"
62,"Ajustement de la tension des courroies et des alignements, Transmission","[ 0.09618402  0.7091577   0.5459308  ...  1.052066    0.6269747
 -0.02809977]"
63,"Variateurs de vitesse en remplacement de vannes de laminages., Régulation","[ 1.3562626   0.77552366  0.5844968  ... -0.81913656 -0.84049785
 -0.09299625]"
64,"Pompe de surpression pour des hautes pressions ponctuelles, Pompe de surpression","[ 2.9780092  -0.8377161   0.6584465  ... -0.8769476  -0.76113963
 -0.212975  ]"
65,"Pompes en parallèle, mise en route en fonction du besoin, Régulation","[ 1.3329787  -1.1767286  -0.47332978 ...  0.26967907 -1.0355542
 -0.5487743 ]"
66,"Matériel de mesure pour contrôler la perte de charge, et les débits des pompes., Mesure et comptage d’énergie","[ 1.5189841  -0.48651493  0.467453   ...  0.04570282 -0.17262207
 -0.14837661]"
67,"Réduction du besoin de pompage non nécessaire, Ajustement production/besoin","[ 1.6133684  -0.09075978 -0.23613416 ...  0.4535032  -0.01969295
 -0.06437438]"
68,"Fermeture des parties du circuit non utilisées, Réseau","[ 0.8512964   0.00330122  0.05257286 ... -0.04573886 -2.3502862
 -0.7148078 ]"
69,"Purges d'air régulières sur le réseau, Réseau","[ 2.913701   -0.5280809   0.02302336 ... -0.25842637 -0.5387882
  0.765467  ]"
70,"Identification et remplacement des pompes surdimensionnées, Pompe","[ 2.7471325   0.4064866   1.0136895  ...  0.4277606   0.06571161
 -1.9626653 ]"
71,"Réparation des fuites, Réseau","[ 2.5579557  -0.48408243  1.1349096  ...  0.9133773  -0.83279234
  0.18459488]"
72,"Vérification de l'usure des pompes, et identification des pompes en cavitation., Maintenance","[ 1.663339   -0.1924108   0.06025431 ...  0.82513845 -0.6389715
 -1.095434  ]"
73,"Usinage du diamètre des roues des pompes centrifuges, Pompe","[ 3.257721   -0.2509706  -0.29534623 ...  1.9785888  -1.2633027
 -1.7279372 ]"
74,"Filtre interne de réduction de frottements dans la pompe (sur les impulseurs), Pompe","[ 2.5344834   0.96237963  2.1935267  ...  1.2173624  -1.3874911
 -1.0816752 ]"
75,"Diminution des débits et de la pression de fonctionnement aux minimum requis, Ajustement production/besoin","[ 1.9121747  -1.5799203  -0.20858584 ...  0.10167905 -0.40799806
  0.28851715]"
76,"Diminution des pertes de charges, Réseau","[ 1.3277695   0.3724309   0.40116987 ... -0.87815464 -0.1763865
  0.7095176 ]"
77,"Diminution des débits by-pass, Réseau","[ 0.8827812  -0.30117846 -0.79486793 ... -0.91416067 -1.6774181
  0.35341358]"
78,"Consommation de biogaz, Valorisation","[ 2.5789049  -1.552842    1.4683971  ...  0.53862643  1.13548
 -0.7052796 ]"
79,"Variateur de vitesse sur ventilateur centrifuge pour gestion du débit d'air optimisé, Régulation","[ 2.6111271  -1.05768     1.4344913  ... -0.5612487  -0.5513391
 -0.34967098]"
80,"Ventilateur avec un régime optimal correspond aux besoins spécifiques de l'installation, Gestion et pilotage","[ 0.08662074 -1.4414984   0.831484   ...  0.42343035 -0.41744953
  0.31742537]"
81,"Fonctionnement du ventilateur d'extraction au fonctionnement du process industriel, Gestion et pilotage","[ 3.389192    0.00885518 -0.01379716 ...  0.48667383 -1.0873028
  0.15941252]"
82,"Diminution des pertes de charges du réseau, Réseau","[ 2.2110107   0.37913463  0.44239196 ... -0.570098   -0.9464309
  0.6557618 ]"
83,"Ventilateur avec roue à réaction en remplacement d'un ventilateur avec roue à action, Ventilateur","[ 2.0453832e+00  6.2634726e-04  1.6253356e+00 ...  2.6542038e-01
 -1.7078780e+00 -4.3357918e-01]"
84,"Remplacement des courroies trapézoïdales par des transmissions directes, Ventilateur","[ 0.7716453   0.51962787  0.26983154 ...  0.9127398   0.2648742
 -1.1353952 ]"
85,"Remplacement des courroies trapézoïdales par des courroies plates, Ventilateur","[ 0.7486172   0.20616208 -0.3813897  ...  0.6169239   0.6346531
 -1.1483703 ]"
86,"Fractionnement de l'installation de ventilation générale en plusieurs unités, Gestion et pilotage","[ 1.8553965  -0.53861606  0.7436071  ...  0.63191813 -1.7580696
  0.07729848]"
87,"Isolation des gaines lorsque l'air est chaud, Réseau",[ 1.444921  -0.9244904  0.6225612 ...  0.8094651 -3.5551884  1.2034895]
88,"Mesure des valeurs clés de l'installation pour repérer rapidement les anomalies, Gestion et pilotage","[ 1.5582756  -0.14514233 -0.00607623 ...  0.9474716   0.39036444
 -0.998131  ]"
89,"Nettoyage et dépoussiérage des conduites et remplacement régulierer des filtres, Maintenance",[ 1.6353471 -0.4917835  1.4328294 ...  1.7313532 -0.6852164 -1.595883 ]
90,"Diminution des fuites sur le réseau aéraulique en resserrant les joints, Maintenance","[ 2.0530365   0.5004282   0.82809067 ...  0.10299198 -0.5365953
  0.04167733]"
91,"Equilibrage du réseau aéraulique, Réseau","[ 2.2632918  -1.1815538   1.2725167  ... -0.14404558 -1.5779194
  0.347876  ]"
92,"Remplacement des ventilateurs surdimensionnés par des moteurs haute efficacité (IE3 par exemple), Ventilateur","[ 2.095781    1.3763353   0.7918885  ...  0.8119013  -0.35738492
 -0.73154616]"
93,"Vérification et diminution des débits d'air si possible, Ajustement production/besoin","[ 1.4187734  -1.0355867   0.26137307 ... -0.86598045 -0.6041447
 -0.02682753]"
94,"Epurateur pour réduire le taux d'air neuf en hiver, Ajustement production/besoin","[ 1.695076   -1.2703756   0.85421115 ...  0.32729527  0.10250918
  0.10738019]"
95,"Récupérateur de chaleur air neuf/air extrait, Récupération de chaleur",[ 4.160385  -0.5468592  2.9468262 ...  1.739601  -0.7282491  0.7347916]
97,"Amélioration de l'isolation des bâtiments, Isolation","[-1.0711341   0.7668615   0.23769446 ...  1.046327    0.24906458
  1.2628404 ]"
99,"Réduction des infiltrations d'air, Etanchéité et infiltrations","[ 1.5199847  -0.7542654   1.6428955  ... -0.5898513  -1.1259876
  0.47837052]"
100,"Optimisation de la fermeture automatique des portes logistiques, Etanchéité et infiltrations","[ 2.0326684   0.87900764  0.80378515 ... -0.9540558  -1.0453985
 -0.9665388 ]"
