Solution_ID,Text,Embedding
3,"Nécessite la refonte totale de la production frigorifique., Amélioration du rendement. Diminution des quantités de tuyauterie;","[ 2.210509    0.6993856   1.2396147  ...  0.09566939 -0.14549327
 -0.21191417]"
5,sur la consommation annuelle totale d'électricité,"[ 2.7958958  -0.91953176  0.9359403  ...  0.33065856  1.0902361
  1.5494987 ]"
6,"Investissement élevé, de la consommation électrique du condenseur","[ 1.3907399  -1.0630146   1.4480121  ...  0.4603957  -0.18751709
  0.7736203 ]"
7,"Modification de l'emplacement des condenseurs parfois difficile., Augmentation du transfert d'échange thermique. Amélioration du rendement. Durée de vie des ventilateurs améliorée.","[ 2.4813182   0.12166112  1.5565246  ...  1.1331041   0.24178062
 -0.8562839 ]"
8,de la consommation électrique de la centrale frigorifique,"[ 2.138853   -0.5357434   0.8854309  ... -0.01747175 -0.6157401
  0.7598138 ]"
11,de la consommation électrique des centrales frigorifiques du à la chambre froide par la mise en place d'éclairage performant.,"[ 0.71854234 -1.2448324   0.14315398 ...  0.07738195 -2.262079
  1.4447024 ]"
13,"Investissement important en rétrofit, Réduction de la puissance installée en luminaire Réduction des apports internes (double consommation) Augmentation de l’efficacité des luminaires","[ 1.1738688   0.45752412  0.33383295 ... -0.1894511  -0.41584942
  0.15132204]"
14,de la consommation électrique des centrales froid la nuit,"[ 1.3739911  -1.155275    0.25741726 ... -0.11676063 -0.97693205
  1.4456068 ]"
15,de la consommation électrique des centrales froid la nuit,"[ 1.3739911  -1.155275    0.25741726 ... -0.11676063 -0.97693205
  1.4456068 ]"
17,"Pertes thermiques à évaluer, Permet de générer du froid lors des heures creuses (économies monétaires)","[ 1.7895803  -1.0256491  -0.75059974 ... -0.22332962 -0.6322662
  0.49568957]"
18,"Consommation supplémentaire non négligeable en ventilation mécanique Efficacité réduite en été et mi saison. Mise en place d'une régulation sur l'apport d'air neuf à asservir avec deux sondes de température (intérieur et extérieur), Economie d'énergie due à l'utilisation de l'énergie thermique gratuite de l'air extérieur., Diminution de la consommation du poste climatisation Diminution des émissions de CO2.","[ 1.3860066  -0.19685252  1.1550477  ...  0.03003883 -0.6886852
 -0.35788584]"
19,"L'utilisation de l'aéro-réfrigérant est saisonnier, Diminution de la consommation des groupes frigorifiques.","[ 1.817193   -0.72162515  0.6073151  ... -0.4241093  -0.5108633
  0.21185927]"
20,"Investissement élevé pour les installations solaires et machines frigorifiques (pour l'instant peu compétitif par rapport à l'utilisation de l'électricité), Consommation électrique faible Très peu d'impacts sur l'environnement Utilisation d'une énergie propre et abondante","[ 1.2689722  -0.80893105 -0.29368785 ...  0.69853014  0.2126433
  0.48479334]"
21,de la consommation électrique des centrales frigorifiques,"[ 1.9514179  -0.7291891   0.5038008  ...  0.2653161  -0.85584384
  1.1816849 ]"
23,"Sur réseau existant parfois difficile à mettre en oeuvre (nécessité d'arrêter les installations ou de by-passer le réseau), Réduction des pertes de charge Peu coûteux","[ 1.5361199  -0.11023921  0.40963632 ...  0.4816202  -0.45644498
 -0.40481916]"
24,de la consommation électrique des centrales frigorifiques,"[ 1.9514179  -0.7291891   0.5038008  ...  0.2653161  -0.85584384
  1.1816849 ]"
25,"Résistance électrique : Pas adéquat sur les cycles utilisant de l'ammoniac Coûteux en énergie sans possibilité de la récupérer. Dégivrage à air : Application limitée Possible dépôt de goutte d’eau sur la marchandise pouvant entrainer moisissures, de l'énergie consommée par l'installation frigorifique. Dégivrage à la demande : 15% à 20% d’économie par rapport à un dégivrage programmé (30min toute les 8h)., Résistance électrique : Faible encombrement Mise en œuvre simple Faible coût d’installation Injection de gaz chauds : Pas de consommation d’énergie supplémentaire","[ 1.9653033  -0.09209037  0.25478497 ...  0.2775127  -0.780981
 -0.5158902 ]"
26,"Doit être réfléchie en fonction des besoins et du site environnant., de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C., Meilleure efficacité Réduction des investissements","[ 0.11281943 -0.37158966  0.05778683 ...  0.2371913  -0.23903674
  0.7450753 ]"
27,"Procédures régulière à mettre en place, de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C., Augmentation de la durée de vie des échangeurs. Augmentation du rendement (COP) du cycle frigorifique","[ 2.550382   -0.492773    1.5512888  ... -0.3299978  -0.22653097
  0.00562987]"
28,"Variation de la température de l'air ambiant en fonction des saisons, de surconsommation d'électricité des compresseurs pour un écart trop important d'1°C.","[ 0.5301129  -1.0344869   1.1746979  ... -0.3026354  -0.552244
 -0.13173504]"
29,"Nettoyage parfois difficile dans certaines configurations, de la consommation ponctuelle des compresseurs, Moins de risques de panne Encrassement très largement diminué Diminution des coûts d'écploitation Echange thermique amélioré (la vitesse de ventilation peut être diminuée)","[ 1.735226   -0.53052986  0.90712726 ... -0.11739826 -0.5350096
 -0.92023873]"
30,Augmentation de la durée de vie des ventilateurs des condenseurs à air.,"[ 2.5151672  -0.57259804  1.1526607  ...  0.74618226  0.36713374
 -0.23376219]"
31,"Action périodique à maintenir régulièrement, Dispositif peu couteux, amortissement rapide Evite la corrosion Amélioration du rendement de l'installation Installation simple dans tous types de système Pas de baisse de pression dans les conduites","[ 2.1713967  -0.34785384  0.87794924 ...  1.6961089  -0.27172744
 -0.10046406]"
32,de l'énergie frigorifique produite par la centrale froid,"[ 2.7166936  -0.35237384 -0.30737942 ...  0.9733085  -1.6095747
  0.6507647 ]"
34,"Augmentation de température parfois limité par les besoins des procédés., d'économie d'énergie sur la consommation du compresseur par °C supplémentaire, Amélioration du rendement du groupe frigorifique.","[ 2.0321367  -0.33674502  0.2937363  ...  0.3520291  -0.23139414
  0.32977504]"
35,"L'action peut être limité par la technologie des détendeurs installés., de diminution de la consommation des compresseurs pour une diminution de la température de condensation de 10°C., Amélioration du rendement du cycle frigorifique","[ 1.8158865   0.08280741  0.69201773 ... -0.88491756 -0.26746145
 -0.24253681]"
36,"Nécessite la modification ou le remplacement des ventilateurs ou l'installation d'un variateur de vitesse Le débit ne doit pas être inférieur à la valeur réglementaire de 30m^3/h/pers Une maintenance plus strict peut être nécessaire pour éviter tout risque sanitaire dû à un air ambiant moins renouvellé, Conduit à un meilleur dimensionnement des ventilateurs et donc une consommation moindre Réduction de l'énergie à fournir pour refroidir l'air avant d'être soufflé dans le local Adaptation du taux d'air neuf à l'occupation réelle du bâtment ou à la saison","[ 0.90446985 -0.77074564  0.03210036 ... -0.10623304 -0.5223398
 -0.2252448 ]"
39,Evite la marche à vide des compresseurs Assure une sécurité de manoeuvre,"[ 1.9770819   0.6534642  -0.7968015  ... -0.2994701   0.6812713
  0.38075912]"
40,de la consommation totale,"[ 1.9007496  -0.7639489  -0.1162684  ...  0.05058153  0.14752069
  1.6614621 ]"
43,"Coût initial élevé, qui dépend de la taille du système et de sa complexité. Instrumentation importante., Meilleure fiabilité des équipements Suivi des installations, pilotage à distance Optimisation de la maintenance","[ 1.4906383   1.0218999   0.27138054 ... -0.14711967  0.09166081
 -0.41680962]"
44,Faible coût Utilisation simple et sûre,"[ 1.9217559   0.7445063  -1.3319651  ...  0.33605495  1.0037913
 -0.72673583]"
45,"Une modification du groupe existant peut être nécessaire, Réduction du réseau vapeur et diminution des pertes associées","[ 2.0483298   0.2920854   0.85180885 ...  0.31369123 -1.6376197
 -0.86296827]"
46,"Une modification du groupe existant peut être nécessaire, de la chaleur perdue est récupérable., Réduction du réseau vapeur et diminution des pertes associées","[ 2.616696   -0.44734317  1.72612    ...  0.4022279  -1.3729706
 -0.4903813 ]"
47,La solution n'est pas applicable à tous les types de compresseurs.,"[ 1.252342   -0.8990778  -0.7261154  ...  0.5749456  -0.47676224
 -1.5991262 ]"
48,"COP < 1 (car prise en compte de l'apport de chaleur au régénérateur), Appareils supplémentaires (absorbeur, générateur et échangeur) Températures au bouilleur au moins de l'ordre de 80 à 85 °C, nécessite d'une source de chaleur (vapeur sur site par exemple), Plus de compresseur Installation de pompe avec un coût plus faible Consommation de pompe inférieure à celle d'un compresseur Fluide dont l'impact sur la couche d'ozone et sur l'effet de serre est nul","[ 1.9099753  -1.13599     0.9473398  ... -0.01592662 -0.5922494
 -0.07382316]"
50,"Campagne de mesure en période de charge des moteurs Moteurs parfois difficilement accessibles, de la consommation du moteur. Le gain varie selon la taille du moteur. Il est d'environ 1% pour les gros moteurs (qui peuvent fonctionner à rendement élevé pour des charges de 30%) et de 3% pour les moteurs plus petits dont le rendement se dégrade à partir de 75%., Diminution des marches à vide du moteur.","[ 2.0481195   0.32032496  0.43918937 ...  0.9135444  -0.35161558
 -0.01109879]"
54,"de surcoût pour les moteurs d'une puissance supérieure à 20 kW, Sauf changement radical de technologie, les moteurs sont de même taille et ont une augmentation de poids d’environ 15 %., d'augmentation du rendement selon les puissance par rapport à la norme IE1, Anticipation des contraintes légales à venir. Gain sur la durée de vie du moteur.","[ 1.4207113   0.94684905  1.4599311  ...  0.7986832   0.7895289
 -1.5528075 ]"
55,"Arrêt du moteur lors du changement La solution est peu rentable sur des moteurs usagés mais elle est à considérer lors de leur remplacement, de la consommation du sous système entrainé par le moteur, Optimisation du rendement du système moteur couplé à l'unité entrainée par le moteur.","[ 1.7230675   0.8149043   0.3382393  ...  0.27588108 -1.2621161
  0.48222536]"
56,de la consommation du sous système entrainé par le moteur,"[ 1.7175243  -0.53779817  1.2613028  ... -1.2458261  -3.1930032
  0.08977474]"
57,"Certains locaux contenant le moteur sont difficiles à ventiler Mise en place d'un système de ventilation naturelle ou mécanique peut être à prévoir, Augmentation de la durée de vie du moteur. Amélioration du rendement du moteur","[ 2.0964582   0.13941564  0.14180551 ...  0.35016412 -0.46321306
  0.03223174]"
58,"Surcoût à l'investissement non négligeable., de la consommation électrique du moteur, Anticipation sur les contraintes légales à venir",[0.55582434 0.76816684 0.22301343 ... 0.6251052  0.80571586 0.40338024]
59,Amélioration du rendement et de la durée de vie du moteur en réduisant les pertes par frottement Protection contre l'oxydation et la corrosion,"[ 2.6418514  -0.52007294  2.0796244  ...  0.65314734  0.65587705
 -0.10820404]"
60,de diminution des pertes au niveau de la transmission,"[ 1.8238646   0.9317729  -0.7404052  ... -1.485539    0.19165812
 -0.46526766]"
61,"Perte de rendement du moteur possible, de la consommation électrique du moteur., Investissement limité","[ 2.3917718   0.4349627   1.2291373  ...  1.8530154   0.23103325
 -0.48439482]"
62,"Si l’entretien des éléments de transmission (arbres, courroies) est négligé, les pertes peuvent aller de 0 à 45%., de la consommation électrique du moteur","[ 2.2843041   0.04169349 -0.01873146 ...  0.7880929   0.11460141
  0.16033205]"
63,de la consommation ponctuelle de la pompe selon la charge,"[ 2.1195881  -0.1790917  -0.01367055 ... -0.4591724  -1.7674435
  0.11336261]"
64,de la consommation annuelle de la pompe,"[ 2.7645886  -1.0922037   0.4796728  ...  0.14697865  0.28712633
  0.7845746 ]"
65,"Necessité de modifier le réseau de conduits Etude préalable afin de déterminer les besoins réels de pompage Installation de capteurs à des endroits stratégiques afin de connaître le besoin réel Adaptation des puissances des pompes en cas de passage de pompe en série en parallèle, Réduction de la consommation énergétique puisque les pompes démarrent en fonction du besoin Augmentation de la durée de vie des pompes en ne les faisant fonctionner que lorsque c'est nécessaire Meilleur gestion des pics de demande","[ 1.9866878  -0.96092385 -0.05116366 ...  0.9388025  -0.2344199
 -0.43627018]"
