Solution_ID,Text,Embedding
2,"Installation frigorifique négative de type cascade utilisant du CO2, Centrale froid, , Mise en place d'une installation frigorifique négative de type cascade utilisant du CO2 comme fluide frigorigène., Pour être éligible à CEE, la mise en place doit être effectuée par un professionnel et appliquée dans des locaux de commerce de distribution alimentaire de surface de vente inférieure à 5000 m². Comparé aux autres fluides frigorigènes, le CO2 est un fluide","[ 1.0585933  -0.5085211   0.58124596 ...  0.61770177 -1.6639153
  0.34830078]"
3,"Centrale négative en mode booster, Centrale froid, Nécessite la refonte totale de la production frigorifique., Amélioration du rendement. Diminution des quantités de tuyauterie;, Lorsque l'installation a deux centrales frigorifiques, à basse et moyenne température, le mode booster consiste à injecter le refoulement des compresseurs de froid ""négatif"" dans l'aspiration des compresseurs du cycle ""de froid positif"". De cette manière, le rendement du cycle de frigorifique basse température (négatif) est grandement amélioré car la condensation à très basse température est égale à la température d'évaporation de la centrale positive. La solution permet aussi de diminuer la quantité de tuyauteries utilisées., La solution est applicable uniquement sur les projets neufs, ou sur les projets de refonte total du système de production de froid. Pour être éligible la production de froid doit avoir deux niveaux de température : Une production de froid positif, dont la température de consigne est environ à 0°C : température d'évaporation coté fluide de -10°C par exemple. Une production de froid négatif, dont la température de consigne est bien inférieur à 0°C : température d'évaporation de -30 °C par exemple. De plus, le besoin de froid positif doit être supérieur au besoin de froid négatif. Ces deux niveaux de température peuvent par exempe être retrouvés dans les secteurs d'activité suivants : Grande et Moyenne Surface de distribution alimentaire (GMS) ; Industrie agroalimentaire ; Chimie et pharmacie, ...","[ 1.9958571  -0.15626201  0.17547245 ...  0.16524339 -1.0211196
  0.31690305]"
4,"Arrêt des compresseurs le week end et lorsque le besoin de refroidissement est nul, Ajustement production/besoin, , Lorsqu’ils ne sont pas équipés de variation électronique de vitesse, la plupart des groupes frigorifiques fonctionnent en Tout en Rien selon le besoin de refroidissement. Lorsque la température en amont des compresseurs descend sous la consigne, les compresseurs se mettent en marche à leur charge nominale. Ainsi, lorsque le besoin de refroidissement est faible, l’utilisation des compresseurs est limitée. Cependant, lorsque le besoin est nul, il est important d’arrêter complètement la centrale frigorifique pour supprimer les pertes thermique du réseau. Outre l’arrêt manuel des groupes frigorifiques par les équipes du site, il existe plusieurs solutions pour automatiser l’arrêt d’un équipement. Par exemple, des horloges programmables peuvent être installées, des temporisations permettant un arrêt au bout d’un certain temps après que le besoin ait disparu, sont aussi applicables., Investir dans un échangeur destiné à sous refroidir si la puissance est trop petite. Mettre en place une horloge de programmation hebdomadaire pour couper les compresseurs pendant les périodes d'inoccupation., Plus le réseau de distribution est étendu, plus les pertes sont importantes. Les compresseurs fonctionneront inutilement pour les compenser. Par ailleurs, lorsque le besoin est faible, des surconsommations peuvent venir des temporisations sur les compresseurs. Celles-ci les maintiennent en fonctionnement afin d’éviter des cycles démarrage/arrête trop rapides pouvant endommager ces derniers.","[ 2.0530171  -1.0650971  -0.3894575  ...  0.0248175  -0.6591501
  0.07981225]"
5,"Régulation non électronique sur un compresseur, Régulation, sur la consommation annuelle totale d'électricité, Les types de régulations changent selon la technologie du compresseur : - Compresseur alternatif : régulation en ouvrant la soupape d'admission d'un des cylindres ou par variation du volume libre. - Compresseur centrifuge : régulation par l'utilisation d, Il convient d'optimiser l'ensemble du système avant de considérer cette option d'économie d'énergie car la charge, et donc le besoin peut varier avec les précédentes modifications (réseau particulièrement) L'utilisation de systèmes de stockage à glace est","[ 1.2248882  -0.19599819  0.18683498 ... -0.12193566 -0.83627474
 -0.38318175]"
6,"Condenseur frigorifique à haute efficacité, Condenseur, Investissement élevé, de la consommation électrique du condenseur, Mise en place de condenseur à haute efficacité sur une installation frigorifique neuve ou existante. La certification EUROVENT est par exemple garant de la qualité du condenseur., Les condenseurs évaporatifs sont plus efficaces car ils utilisent la chaleur latente pour évacuer la chaleur. La plupart des systèmes réfrigérants utilisent des condenseurs refroidis à l’air pour l’évacuation de la chaleur. Les condenseurs à évaporation utilisent un filtre humidifié pour refroidir l’air ambiant lors de son entrée dans le condenseur, accroissant ainsi la capacité d’évacuation de chaleur., Un condenseur à haute efficacité énergétique est un échangeur présentant un faible écart de température ΔT. Le ΔT l’écart de température entre le fluide frigorigène à la pression de condensation et le médium de refroidissement (eau ou air) en entrée du condenseur. Abaisser le ΔT permet d’abaisser la consommation du groupe frigorifique. Efficacité de la production frigorifique : Le COP (coefficient de performance d'une machine) correspond au rapport entre la quantité de chaleur récupérée par le condenseur et la quantité d'énergie électrique totale absorbée par l'installation en grande partie du au compresseur mais aussi aux équipements supplémentaires (ventilateurs, pompes de circulation d'eau, ...). Des données constructeurs montrent des valeurs de COP entre de 2,5 à 5, soit quelque peu supérieures aux moyennes de machines utilisant des condenseurs ""classiques"".","[ 2.3728268  -1.1121173   1.4929522  ... -0.2701532  -1.005522
  0.32467595]"
7,"Condenseur surélevée pour garantir un bon échange thermique, Condenseur, Modification de l'emplacement des condenseurs parfois difficile., Augmentation du transfert d'échange thermique. Amélioration du rendement. Durée de vie des ventilateurs améliorée., Lorsque les condenseurs à air sont placés sur le toit, les échanges de chaleur peuvent ne pas être optimums. Surélever ces condenseurs d'un mètre permet d'optimiser les tranferts de chaleur car l'air proche du toit est généralement plus chaud en été. Les condenseurs doivent être placés où ils pourront correctement évacuer la chaleur et, de préférence, là où il fait le moins chaud., La solution s'applique aux condenseurs à air placés sur des toitures métalliques. Ces condenseurs se retrouvent particulièrement dans le secteur des Grandes et Moyennes Surfaces (GMS) car, par manque de place, le toit est généralement choisi pour l'emplacement des condenseurs., L'air échangé au niveau des condenseurs à air doit être le plus frais possible car selon la qualité du condenseur, la température de condensation du fluide frigorigène est égale à la température de l'air + 10°C. Or, le rendement du système frigorifique est optimum si la température de condensation est faible. Les toits non isolés en structure métallique sont chauffés directement par le rayonnement solaire. Leur température de surface s'éleve rapidement selon l'ensoleillement. Si les condenseurs à air sont proches du toit, l'air provenant du dessous les condenseurs, destiné à refroidir le fluide frigorigène, est réchauffé par la chaleur du toit. Si le condenseur est élevé, ce phénomène de réchauffement d'air est évité. Il est important de vérifier aussi que le condenseur à air ne reprend pas l'air rejeté car, l'air étant chaud, le rendement du système frigorifique serait diminué.","[ 2.5226772  -0.70017576  1.2156569  ... -0.35120845 -1.0745875
 -0.25858322]"
8,"Vérification du dimensionnement et remplacement des compresseurs surdimensionnés si nécessaire., Centrale froid, de la consommation électrique de la centrale frigorifique, Remplacer un compresseur surdimensionné par un compresseur plus performant avec une puissance plus adaptée au vrai besoin associé. Eventuellement avec un système de stockage.","[ 2.218859    0.6701817  -0.2813949  ... -0.13030455 -0.33385956
 -0.258054  ]"
9,"Zone neutre entre les températures de consignes chaude et froide, Gestion et pilotage, , Changer les températures de consignes de chauffage/climatisation, Evite une destruction de froid. Possible quand on a conditionnement du produit à des températures spécifiques.","[ 0.5353929  -0.7843648  -0.05447295 ... -0.3963677  -0.7680344
 -0.38437673]"
10,"Séparation des productions de froid, Evaporateur, , Séparer les production de froid, La séparation des productions de froid permet de diminuer les distances entre production et utilisation. Elle permet aussi de séparer les températures de production de froid, et donc de créer du froid pour des besoins différents.","[ 3.9382155  -0.5236215   0.13409859 ...  0.3193761  -1.2187283
 -0.19408014]"
11,"Diminution des entrées de chaleur dans les zones d'utilisation du froid, Chambre froide, de la consommation électrique des centrales frigorifiques du à la chambre froide par la mise en place d'éclairage performant., Réduction du nb d'éclairages dans la zone froide, changement des technologies d'éclairage, fermeture des portes (joints…), mise en place de contact de portes qui éteigne automatiquement l'éclairage. Diminution du temps de présence humaine dans la zone., Un être humain génère une puissance calorifique de 80W au repos. Les contacts de porte permettent de couper l'éclairage lors de la fermeture des portes.","[ 0.7813449  -0.9284356  -0.12272106 ...  0.25904733 -1.5287538
  0.7265678 ]"
